date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:25	664/664	---M--	200	added ('OK')	font/woff2	date:Sun,%2005%20Jan%202020%2011:13:06%20GMT	https://www.mytraveltalkies.com/fonts/Flaticon.woff2	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticon.woff2	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:25	1084/1084	---M--	200	added ('OK')	font/woff	date:Sun,%2005%20Jan%202020%2011:13:06%20GMT	https://www.mytraveltalkies.com/fonts/Flaticon.woff	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticon.woff	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:25	234269/234269	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Jan%202020%2011:13:20%20GMT	https://www.mytraveltalkies.com/fonts/themify9f24.svg?-fvbane	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/themify9f249f24.svg	(from https://www.mytraveltalkies.com/css/themify-icons.css)
17:21:26	1560/1560	---M--	200	added ('OK')	font/ttf	date:Sun,%2005%20Jan%202020%2011:13:04%20GMT	https://www.mytraveltalkies.com/fonts/Flaticon.ttf	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticon.ttf	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:26	1643/1643	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Jan%202020%2011:13:04%20GMT	https://www.mytraveltalkies.com/fonts/Flaticon.svg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/Flaticon.svg	(from https://www.mytraveltalkies.com/css/flaticon.css)
17:21:26	6828/6828	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Jan%202020%2011:13:14%20GMT	https://www.mytraveltalkies.com/fonts/gijgo-materialba15.eot?235541	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/gijgo-materialba15ba15.eot	(from https://www.mytraveltalkies.com/css/gijgo.css)
17:21:26	6636/6636	---M--	200	added ('OK')	font/ttf	date:Sun,%2005%20Jan%202020%2011:13:16%20GMT	https://www.mytraveltalkies.com/fonts/gijgo-materialba15.ttf?235541	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/gijgo-materialba15ba15.ttf	(from https://www.mytraveltalkies.com/css/gijgo.css)
17:21:27	6716/6716	---M--	200	added ('OK')	font/woff	date:Sun,%2005%20Jan%202020%2011:13:18%20GMT	https://www.mytraveltalkies.com/fonts/gijgo-materialba15.woff?235541	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/gijgo-materialba15ba15.woff	(from https://www.mytraveltalkies.com/css/gijgo.css)
17:21:27	23255/23255	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Jan%202020%2011:13:16%20GMT	https://www.mytraveltalkies.com/fonts/gijgo-materialba15.svg?235541	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/fonts/gijgo-materialba15ba15.svg	(from https://www.mytraveltalkies.com/css/gijgo.css)
17:21:27	283/283	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Nov%202020%2013:18:00%20GMT	https://www.mytraveltalkies.com/img/slider/slider-img-1.html	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/slider/slider-img-1.html	(from https://www.mytraveltalkies.com/css/style.css)
17:21:28	283/283	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Nov%202020%2013:18:00%20GMT	https://www.mytraveltalkies.com/img/background-img/bg-img-2.html	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/background-img/bg-img-2.html	(from https://www.mytraveltalkies.com/css/style.css)
17:21:28	283/283	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Nov%202020%2013:18:00%20GMT	https://www.mytraveltalkies.com/img/background-img/bg-img-3.html	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/background-img/bg-img-3.html	(from https://www.mytraveltalkies.com/css/style.css)
17:21:29	41133/41133	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2015:50:18%20GMT	https://www.mytraveltalkies.com/img/my-img/slide-2.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/my-img/slide-2.jpg	(from https://www.mytraveltalkies.com/css/style.css)
17:21:29	66969/66969	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2015:46:34%20GMT	https://www.mytraveltalkies.com/img/my-img/slide-1.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/my-img/slide-1.jpg	(from https://www.mytraveltalkies.com/css/style.css)
17:21:29	283/283	---M--	200	added ('OK')	text/html	date:Fri,%2006%20Nov%202020%2013:18:00%20GMT	https://www.mytraveltalkies.com/img/banner/property.html	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/property.html	(from https://www.mytraveltalkies.com/css/style.css)
17:21:29	56704/56704	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2015:55:00%20GMT	https://www.mytraveltalkies.com/img/my-img/slide-3.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/my-img/slide-3.jpg	(from https://www.mytraveltalkies.com/css/style.css)
17:21:45	1438689/1438689	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:15:26%20GMT	https://www.mytraveltalkies.com/img/banner/bradcam.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/bradcam.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:45	1294653/1294653	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:15:44%20GMT	https://www.mytraveltalkies.com/img/banner/bradcam2.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/bradcam2.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:45	1323217/1323217	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:15:40%20GMT	https://www.mytraveltalkies.com/img/banner/bradcam3.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/bradcam3.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:45	1193366/1193366	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:15:44%20GMT	https://www.mytraveltalkies.com/img/banner/bradcam4.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/bradcam4.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:48	256880/256880	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Nov%202020%2011:47:38%20GMT	https://www.mytraveltalkies.com/img/my-img/bg-1.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/my-img/bg-1.jpg	(from https://www.mytraveltalkies.com/css/style.css)
17:21:49	1661/1661	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:50%20GMT	https://www.mytraveltalkies.com/img/elements/primary-check.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/primary-check.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:49	1205/1205	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:52%20GMT	https://www.mytraveltalkies.com/img/elements/success-check.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/success-check.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:49	1249/1249	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:24%20GMT	https://www.mytraveltalkies.com/img/elements/disabled-check.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/disabled-check.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:50	1284/1284	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:52%20GMT	https://www.mytraveltalkies.com/img/elements/primary-radio.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/primary-radio.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:50	1209/1209	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:52%20GMT	https://www.mytraveltalkies.com/img/elements/success-radio.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/success-radio.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:50	1173/1173	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:17:28%20GMT	https://www.mytraveltalkies.com/img/elements/disabled-radio.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/elements/disabled-radio.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2011:51:51%20GMT	https://www.mytraveltalkies.com/images/img/Travel-woman.jpg	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/images/img/Travel-woman.jpg	(from https://www.mytraveltalkies.com/css/package.css)
17:21:52	2970476/2970476	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:15:54%20GMT	https://www.mytraveltalkies.com/img/banner/destination.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/destination.png	(from https://www.mytraveltalkies.com/css/style.css)
17:21:58	2082963/2082963	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:16:12%20GMT	https://www.mytraveltalkies.com/img/banner/video.png	C:/Users/skasa/Music/basera/www.mytraveltalkies.com/img/banner/video.png	(from https://www.mytraveltalkies.com/css/style.css)
